0	-7000	0	0	4000	5000	
2	-7000	1.90456e-007	-4.76216e-007	3998.4	5001.2	
4	-7000	7.61957e-007	-1.9048e-006	3996.8	5002.4	
6	-6999.99	1.71477e-006	-4.28562e-006	3995.2	5003.59	
8	-6999.99	3.04916e-006	-7.61856e-006	3993.59	5004.79	
9.99999	-6999.98	4.7654e-006	-1.19035e-005	3991.99	5005.98	
12	-6999.98	6.86375e-006	-1.71402e-005	3990.38	5007.18	
14	-6999.97	9.34449e-006	-2.33288e-005	3988.77	5008.37	
16	-6999.96	1.22079e-005	-3.04689e-005	3987.17	5009.56	
18	-6999.94	1.54542e-005	-3.85604e-005	3985.56	5010.75	
19.9999	-6999.93	1.90836e-005	-4.76034e-005	3983.95	5011.93	
21.9999	-6999.91	2.30966e-005	-5.75975e-005	3982.34	5013.12	
23.9999	-6999.9	2.74932e-005	-6.85427e-005	3980.72	5014.3	
25.9999	-6999.88	3.22739e-005	-8.04389e-005	3979.11	5015.49	
27.9998	-6999.86	3.74388e-005	-9.3286e-005	3977.5	5016.67	
29.9998	-6999.84	4.29882e-005	-0.000107084	3975.88	5017.85	
31.9998	-6999.82	4.89224e-005	-0.000121832	3974.26	5019.03	
33.9997	-6999.79	5.52417e-005	-0.000137531	3972.65	5020.21	
35.9996	-6999.77	6.19463e-005	-0.00015418	3971.03	5021.38	
37.9996	-6999.74	6.90365e-005	-0.000171779	3969.41	5022.56	
39.9995	-6999.71	7.65125e-005	-0.000190329	3967.79	5023.73	
41.9994	-6999.69	8.43747e-005	-0.000209828	3966.17	5024.91	
43.9993	-6999.65	9.26233e-005	-0.000230277	3964.54	5026.08	
45.9992	-6999.62	0.000101259	-0.000251676	3962.92	5027.25	
47.9991	-6999.59	0.000110281	-0.000274025	3961.29	5028.42	
49.999	-6999.55	0.00011969	-0.000297322	3959.67	5029.58	
51.9989	-6999.52	0.000129487	-0.00032157	3958.04	5030.75	
53.9987	-6999.48	0.000139672	-0.000346766	3956.41	5031.91	
55.9986	-6999.44	0.000150244	-0.000372912	3954.78	5033.08	
57.9984	-6999.4	0.000161205	-0.000400006	3953.15	5034.24	
59.9983	-6999.36	0.000172555	-0.000428049	3951.52	5035.4	
61.9981	-6999.31	0.000184293	-0.000457041	3949.89	5036.56	
63.9979	-6999.27	0.000196421	-0.000486982	3948.26	5037.71	
65.9977	-6999.22	0.000208937	-0.000517871	3946.62	5038.87	
67.9975	-6999.17	0.000221844	-0.000549708	3944.99	5040.03	
69.9972	-6999.13	0.00023514	-0.000582494	3943.35	5041.18	
71.997	-6999.07	0.000248826	-0.000616227	3941.71	5042.33	
73.9967	-6999.02	0.000262903	-0.000650909	3940.07	5043.48	
75.9964	-6998.97	0.000277371	-0.000686538	3938.43	5044.63	
77.9961	-6998.91	0.00029223	-0.000723115	3936.79	5045.78	
79.9958	-6998.86	0.000307479	-0.00076064	3935.15	5046.93	
81.9955	-6998.8	0.000323121	-0.000799112	3933.51	5048.07	
83.9952	-6998.74	0.000339154	-0.000838531	3931.86	5049.22	
85.9948	-6998.68	0.000355579	-0.000878898	3930.22	5050.36	
87.9944	-6998.62	0.000372397	-0.000920212	3928.57	5051.5	
89.994	-6998.55	0.000389607	-0.000962472	3926.93	5052.64	
91.9936	-6998.49	0.00040721	-0.00100568	3925.28	5053.78	
93.9932	-6998.42	0.000425206	-0.00104983	3923.63	5054.92	
95.9928	-6998.35	0.000443596	-0.00109493	3921.98	5056.06	
97.9923	-6998.29	0.000462379	-0.00114098	3920.33	5057.19	
99.9918	-6998.21	0.000481557	-0.00118798	3918.67	5058.33	
101.991	-6998.14	0.000501128	-0.00123592	3917.02	5059.46	
103.991	-6998.07	0.000521094	-0.0012848	3915.37	5060.59	
105.99	-6997.99	0.000541455	-0.00133463	3913.71	5061.72	
107.99	-6997.92	0.000562211	-0.00138541	3912.05	5062.85	
109.989	-6997.84	0.000583362	-0.00143713	3910.4	5063.97	
111.988	-6997.76	0.000604909	-0.0014898	3908.74	5065.1	
113.988	-6997.68	0.000626851	-0.00154342	3907.08	5066.22	
115.987	-6997.6	0.00064919	-0.00159798	3905.42	5067.34	
117.986	-6997.51	0.000671925	-0.00165348	3903.76	5068.47	
119.986	-6997.43	0.000695057	-0.00170993	3902.09	5069.59	
121.985	-6997.34	0.000718586	-0.00176733	3900.43	5070.71	
123.984	-6997.25	0.000742511	-0.00182567	3898.76	5071.82	
125.983	-6997.17	0.000766835	-0.00188495	3897.1	5072.94	
127.983	-6997.07	0.000791556	-0.00194518	3895.43	5074.05	
129.982	-6996.98	0.000816675	-0.00200636	3893.76	5075.17	
131.981	-6996.89	0.000842193	-0.00206848	3892.09	5076.28	
133.98	-6996.79	0.000868109	-0.00213154	3890.42	5077.39	
135.979	-6996.7	0.000894424	-0.00219555	3888.75	5078.5	
137.978	-6996.6	0.000921138	-0.0022605	3887.08	5079.61	
139.977	-6996.5	0.000948252	-0.00232639	3885.41	5080.71	
141.976	-6996.4	0.000975765	-0.00239323	3883.73	5081.82	
143.975	-6996.3	0.00100368	-0.00246101	3882.06	5082.92	
145.974	-6996.19	0.00103199	-0.00252974	3880.38	5084.02	
147.973	-6996.09	0.00106071	-0.00259941	3878.71	5085.12	
